Institute,AcademicProgramName,Quota,SeatType,Gender,OpeningRank,ClosingRank,Round1OpeningRank,Round1ClosingRank,Round2OpeningRank,Round2ClosingRank,Round3OpeningRank,Round3ClosingRank,Round4OpeningRank,Round4ClosingRank,Round5OpeningRank,Round5ClosingRank,State,StateId,InstituteId,Type,Id
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,412,622,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10840
"Sardar Vallabhbhai National Institute of Technology, Surat",COMPUTER SCIENCE AND ENGINEERING (BTech),OS,ST (PwD),Gender-Neutral,30,30,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10841
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),5278,6196,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10842
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2871,3711,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10843
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10167,21720,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10844
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5981,12139,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10845
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19242,32925,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10846
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15232,22154,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10847
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRICAL ENGINEERING (BTech),HS,OPEN (PwD),Female-only (including Supernumerary),2216,2216,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10848
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4763,8083,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10849
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2829,6119,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10850
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),7057,5060,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10851
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1162,2383,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10852
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3983,4311,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10853
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2432,2825,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10854
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11754,13018,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10855
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5173,6941,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10856
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRICAL ENGINEERING (BTech),OS,OBC-NCL (PwD),Gender-Neutral,647,647,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10857
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),23981,28745,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10858
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,14836,17743,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10859
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRICAL ENGINEERING (BTech),OS,OPEN (PwD),Gender-Neutral,1149,1149,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10860
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5429,6266,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10861
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3310,3941,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10862
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2176,2473,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10863
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1454,1659,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10864
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3643,3994,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10865
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1880,2387,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10866
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8704,14845,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10867
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4343,8268,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10868
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),16473,24036,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10869
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,9787,14959,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10870
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND COMMUNICATION ENGINEERING (BTech),HS,OPEN (PwD),Gender-Neutral,770,770,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10871
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4127,5219,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10872
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1511,3732,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10873
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2023,2402,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10874
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,774,2022,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10875
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2979,3293,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10876
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1671,1972,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10877
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7873,10172,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10878
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3863,4410,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10879
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND COMMUNICATION ENGINEERING (BTech),OS,OBC-NCL (PwD),Gender-Neutral,356,356,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10880
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),16662,21661,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10881
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9815,12603,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10882
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND COMMUNICATION ENGINEERING (BTech),OS,OPEN (PwD),Female-only (including Supernumerary),1081,1081,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10883
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND COMMUNICATION ENGINEERING (BTech),OS,OPEN (PwD),Gender-Neutral,625,625,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10884
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4415,4843,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10885
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2652,2967,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10886
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND COMMUNICATION ENGINEERING (BTech),OS,SC (PwD),Gender-Neutral,124,124,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10887
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1600,1637,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10888
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1082,1241,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10889
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4132,3848,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10890
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2530,2470,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10891
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14908,14936,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10892
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5287,8508,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10893
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19062,24974,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10894
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8979,16082,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10895
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4073,4446,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10896
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3780,3868,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10897
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2429,3199,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10898
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1630,2014,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10899
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1979,1992,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10900
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9986,10176,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10901
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5375,4854,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10902
"Sardar Vallabhbhai National Institute of Technology, Surat",ELECTRONICS AND VLSI ENGINEERING (BTech),OS,OBC-NCL (PwD),Female-only (including Supernumerary),966,966,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10903
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),20713,23750,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10904
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12968,13884,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10905
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3642,3791,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10906
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3036,3118,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10907
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2275,2187,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10908
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1489,1514,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10909
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7355,7307,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10910
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),29370,28600,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10911
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16354,21635,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10912
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),25649,37153,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10913
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,28391,37498,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10914
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11843,11528,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10915
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13365,11245,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10916
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2589,3170,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10917
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4098,4276,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10918
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19082,18611,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10919
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10028,10622,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10920
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29096,32870,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10921
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,19310,23738,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10922
"Sardar Vallabhbhai National Institute of Technology, Surat",ENGINEERING PHYSICS (BTech),OS,OPEN (PwD),Gender-Neutral,2068,2068,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10923
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8025,8605,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10924
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5235,5526,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10925
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2713,3001,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10926
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7850,7411,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10927
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),33172,37180,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10928
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22117,24712,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10929
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),55653,53276,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10930
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,43158,46925,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10931
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),16416,12988,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10932
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,12469,10947,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10933
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3411,4132,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10934
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6378,5534,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10935
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20801,20098,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10936
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,15044,14248,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10937
"Sardar Vallabhbhai National Institute of Technology, Surat",INDUSTRIAL CHEMISTRY (BTech),OS,OBC-NCL (PwD),Gender-Neutral,1097,1097,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10938
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),50357,50330,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10939
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,36885,38973,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10940
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9580,9405,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10941
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6708,6534,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10942
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3120,3138,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10943
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,11282,11546,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10944
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,25025,46767,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10945
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,35621,64130,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10946
"Sardar Vallabhbhai National Institute of Technology, Surat",MATHEMATICS (Dual Degree (MTech/MS)),HS,OPEN (PwD),Gender-Neutral,2159,2159,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10947
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,8281,17445,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10948
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,6663,7031,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10949
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,7067,6849,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10950
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,13892,15337,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10951
"Sardar Vallabhbhai National Institute of Technology, Surat",MATHEMATICS (Dual Degree (MTech/MS)),OS,OBC-NCL (PwD),Gender-Neutral,1340,1340,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10952
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,24712,40501,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10953
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,3579,7796,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10954
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,3084,3286,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10955
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1684,1576,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10956
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8469,7215,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10957
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4181,4752,0,0,0,0,0,0,0,0,0,0,Gujarat,11,151,NIT,151P10958
